Locus_tag,Gene_name,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
b2498,upp,444.42,1523.174,1511.323,1510.094,490.555,1612.703,685.427,774.894
b2499,purM,476.495,599.678,538.901,566.196,518.48,527.938,473.674,531.416
b2500,purN,358.749,480.481,425.57,435.96,385.469,407.338,340.773,392.289
b2501,ppk,68.54,45.533,49.285,52.99,66.913,40.178,61.731,70.403
b2502,ppx,63.716,53.271,46.534,53.599,70.735,44.097,75.506,89.605
b2503,pdeF,2.391,1.733,2.99,1.95,2.684,2.01,4.039,3.161
b2504,yfgG,253.335,187.34,151.984,203.225,390.28,358.922,128.7,99.635
b2505,yfgH,8.472,1.557,3.658,2.008,6.971,1.205,3.275,2.507
b2506,yfgI,6.21,2.432,3.612,3.569,4.272,2.895,2.648,3.494
b2507,guaA,314.616,744.286,675.893,745.31,310.724,626.27,355.327,550.62
b2508,guaB,161.599,539.055,516.525,544.424,162.359,473.667,230.615,340.307
b2509,xseA,89.257,88.177,74.097,84.051,98.898,85.023,69.301,80.397
b2510,yfgJ,153.881,115.421,115.35,103.467,152.436,82.19,124.267,126.369
b2511,der,199.038,125.679,125.255,118.832,182.913,112.776,136.238,174.993
b2512,bamB,416.222,300.07,290.235,300.574,395.491,260.375,327.676,373.876
b2513,yfgM,341.265,274.151,265.315,275.282,353.983,248.588,330.104,388.99
b2514,hisS,293.368,257.705,226.341,239.964,301.895,233.012,298.286,335.544
b2515,ispG,237.763,167.109,175.943,171.905,222.942,142.427,266.293,285.215
b2516,rodZ,211.131,142.264,139.479,144.084,211.736,137.399,181.493,196.55
b2517,rlmN,120.574,108.167,102.501,95.169,117.52,104.52,113.838,128.107
b2518,ndk,219.781,308.608,201.08,182.092,212.129,361.946,126.265,166.585
b2519,pbpC,13.038,7.644,6.735,7.714,16.398,7.579,12.491,12.659
b2520,yfhM,37.458,26.288,26.506,28.929,36.163,24.055,43.564,45.83
b2521,sseA,41.755,49.683,56.627,60.901,40.068,44.239,94.705,100.832
b2522,sseB,57.485,70.154,67.145,66.242,48.314,66.964,51.384,64.314
b2523,pepB,68.489,82.624,82.683,76.966,61.953,77.497,55.634,79.257
b2524,iscX,184.151,209.615,192.666,183.37,157.892,195.09,164.812,179.988
b2525,fdx,122.361,160.803,153.106,148.843,125.745,150.933,124.285,145.24
b2526,hscA,84.86,94.787,95.601,84.489,75.758,93.811,77.184,87.618
b2527,hscB,96.96,90.757,84.375,69.561,76.657,80.711,57.822,80.01
b2528,iscA,306,341.859,341.716,327.524,285.387,287.889,275.01,299.833
b2529,iscU,182.944,233.078,254.502,225.813,178.694,227.348,157.746,212.604
b2530,iscS,150.994,193.572,198.11,176.566,147.47,175.1,119.318,163.793
b2531,iscR,156.265,103.207,102.755,92.472,160.985,104.119,68.848,81.567
b2532,trmJ,199.372,152.17,130.671,142.33,215.522,149.053,227.316,188.573
b2533,suhB,388.571,431.796,353.242,290.605,476.154,478.392,219.838,235.991
b2534,yfhR,19.118,2.482,2.251,1.34,21.584,2.507,3.471,4.794
b2535,csiE,6.787,2.248,3.655,4.636,6.407,2.859,11.456,10.006
b2536,hcaT,27.457,19.897,16.289,17.822,29.735,19.824,22.528,23.23
b2537,hcaR,7.528,2.381,2.452,3.333,6.077,2.381,3.118,4.856
b2538,hcaE,7.66,5.545,5.404,6.082,6.935,5.804,7.289,8.241
b2539,hcaF,4.26,2.239,2.205,2.208,2.948,2.84,3.898,4.576
b2540,hcaC,2.786,2.833,1.215,3.002,4.085,3.27,5.463,6.689
b2541,hcaB,4.217,3.014,1.759,3.044,3.733,1.456,6.006,6.723
b2542,hcaD,2.87,2.184,2.184,1.516,3.452,1.541,4.104,4.652
b2543,yphA,32.77,22.572,27.914,34.976,32.835,18.424,34.948,31.842
b2544,yphB,5.122,5.671,2.8,3.819,4.923,3.632,4.512,6.261
b2545,yphC,3.836,5.042,3.233,3.924,4.207,3.448,4.496,6.035
b2546,yphD,0.995,0.582,0.781,0.261,1.045,0.604,0.729,1.335
b2547,yphE,0.821,0.484,0.516,0.947,1.092,0.487,1.267,0.796
b2548,yphF,1.262,0.77,0.423,0.556,0.691,0.726,0.631,0.827
b2549,yphG,0.757,1.262,0.792,1.095,1.095,0.857,1.101,1.249
b2550,yphH,6.824,4.739,4.966,5.716,5.898,5.499,8.043,7.248
b2551,glyA,898.942,1658.616,1761.447,1783.905,982.582,1480.712,1213.081,1669.598
b2552,hmp,7.05,7.635,7.643,6.78,8.808,6.712,10.555,15.243
b2553,glnB,163.854,189.78,169.55,161.126,183.081,186.684,209.923,162.573
b2554,glrR,21.53,23.31,20.982,21.521,25.246,19.688,38.292,42.355
b2555,qseG,33.436,24.941,20.726,24.078,31.288,25.177,38.047,42.285
b2556,glrK,19.032,12.435,11.857,14.009,25.438,14.778,17.739,15.948
b2557,purL,293.86,385.192,360.793,376.189,305.447,352.676,234.337,335.362
b2558,mltF,15.572,10.934,7.918,8.264,18.34,11.416,13.306,11.074
b2559,tadA,94.192,85.852,63.988,71.476,101.849,79.753,87.674,94.696
b2560,pgpC,56.363,57.628,61.176,71.303,54.749,54.423,68.629,59.389
b2561,yfhH,10.709,11.216,12.376,13.008,12.27,11.731,10.581,10.5
b2562,yfhL,74.811,36.099,21.524,23.553,106.338,46.715,34.005,20.941
b2563,acpS,45.185,68.75,67.375,61.803,39.96,50.054,69.105,77.62
b2564,pdxJ,63.191,90.478,88.399,89.957,70.955,76.389,98.619,102.268
b2565,recO,121.517,96.36,90.189,83.895,115.68,87.884,103.761,101.618
b2566,era,258.125,237.622,219.029,217.063,243.649,200.51,254.073,282.785
b2567,rnc,239.7,219.1,191.603,195.299,242.462,192.944,212.366,222.338
b2568,lepB,230.201,214.225,207.21,191.977,221.998,175.601,197.385,233.943
b2569,lepA,202.447,203.66,191.39,194.17,197.115,182.034,178.105,222.802
b2570,rseC,249.454,86.303,89.565,89.104,230.374,82.392,125.16,154.061
b2571,rseB,354.717,130.625,129.686,124.794,328.655,104.374,172.176,204.551
b2572,rseA,907.014,234.629,240.983,286.963,812.752,193.088,338.884,357.621
b2573,rpoE,968.099,234.526,246.127,284.533,949.057,217.92,333.881,307.433
b2574,nadB,264,83.606,102.013,114.686,234.111,81.536,86.365,94.494
b2575,yfiC,34.2,24.986,19.665,21.812,36.587,22.936,27.488,29.712
b2576,srmB,83.885,91.047,73.991,72.231,83.013,80.625,87.861,109.226
b2577,yfiE,10.816,8.076,8.61,6.143,11.177,7.494,9.053,9.738
b2578,eamB,5.577,3.351,3.273,2.658,5.534,3.418,4.771,3.652
b2579,grcA,4742.207,7194.569,10738.437,9136.725,4357.326,7062.84,9082.928,7866.725
b2580,ung,41.979,46.345,48.322,57.984,35.825,43.626,67.402,67.802
b2581,yfiF,138.569,119.24,131.744,130.639,134.79,129.554,161.911,182.728
b2582,trxC,58.556,44.144,26.565,33.924,56.947,49.394,28.775,29.978
b2583,yfiP,17.983,15.611,12.055,13.303,17.716,16.101,12.736,17.873
b2584,patZ,13.63,13.1,13.634,14.781,16.38,10.985,37.53,38.084
b2585,pssA,99.716,99.398,88.323,95.143,106.439,84.087,152.907,158.854
b2586,yfiM,24.919,27.442,23.038,26.289,25.031,21.228,39.799,33.237
b2587,kgtP,695.534,233.265,161.974,182.353,628.225,253.187,171.37,277.802
b2588,rrfG,0,0,0,0,0,0,0,0
b2589,rrlG,0,0,0,0,0,0,0,0
b2590,gltW,0,0,0,0,0,0,0,0
b2591,rrsG,0,0,0,0,0,0,0,0
b2592,clpB,56.874,66.397,54.633,64.107,58.78,47.768,82.942,87.262
b2593,pgeF,99.775,85.923,72.481,77.609,100.08,82.49,81.777,95.735
b2594,rluD,108.686,99.673,89,91.578,104.281,81.129,94.954,108.943
b2595,bamD,343.545,303.728,285.876,318.218,347.974,280.8,339.29,345.087
b2597,raiA,870.482,669.151,950.279,1073.738,1026.653,601.628,4363.408,3418.706
b2598,pheL,100.402,35.784,49.849,36.901,105.221,33.496,211.316,147.757
b2599,pheA,38.258,22.409,20.833,23.782,36.852,17.003,43.776,56.212
b2600,tyrA,51.721,32.598,30.551,27.858,47.741,26.491,41.33,46.423
b2601,aroF,43.607,18.207,18.359,21.889,43.032,19.245,33.525,42.011
b2602,yfiL,7.195,4.417,5.685,9.679,8.094,5.613,5.012,3.556
b2603,yfiR,106.116,60.642,46.704,62.484,143.399,75.211,87.479,63.876
b2604,dgcN,30.997,18.672,18.801,21.505,30.14,18.145,29.989,24.659
b2605,yfiB,52.564,44.295,50.347,58.674,52.485,38.883,80.818,77.259
b2606,rplS,4717.169,4959.177,4925.965,4441.034,4112.423,4463.674,5105.145,4780.683
b2607,trmD,3077.835,3258.257,3141.171,2778.44,2612.701,2807.178,3393.312,3374.104
b2608,rimM,3857.999,4079.451,3804.882,3370.099,3204.495,3440.258,4371.37,3944.286
b2609,rpsP,2502.243,2693.72,2556.926,2688.966,2768.715,3315.822,2777.603,2563.24
b2610,ffh,214.749,190.391,182.132,184.016,223.101,180.024,226.626,228.309
b2611,ypjD,37.984,31.574,25.088,33.02,39.734,30.705,31.404,33.971
b2614,grpE,266.485,418.693,392.659,437.108,266.855,378.948,401.287,377.15
b2615,nadK,40.131,38.88,41.483,41.131,45.774,32.645,48.245,52.409
b2616,recN,20.418,16.794,17.339,17.02,19.446,14.256,19.38,20.162
b2617,bamE,546.23,392.184,382.058,440.067,567.286,354.421,438.25,308.785
b2618,yfjF,107.307,134.369,96.167,85.662,100.549,95.079,111.985,104.197
b2619,ratA,84.525,97.966,79.496,93.651,99.724,110.905,97.274,77.208
b2620,smpB,195.752,261.065,245.541,284.528,206.22,253.731,312.771,309.845
b2621,ssrA,55233.368,72238.493,74923.804,82656.732,77764.372,84936.596,84513.252,40339.683
b2622,intA,32.922,22.697,28.73,30.284,28.896,20.281,41.529,48.355
b2623,yfjH,10.85,6.863,6.794,7.186,11.418,7.514,9.584,10.539
b2624,alpA,1.633,1.66,3.175,0.978,1.824,1.887,2.786,3.666
b2625,yfjI,0.511,0.645,0.682,0.85,0.758,0.855,0.593,0.761
b2626,yfjJ,0.317,0.081,0.664,0.249,1.007,0.356,0.43,0.726
b2627,abpB,20.486,17.37,15.439,16.64,23.406,11.522,36.314,34.242
b2628,abpA,22.645,21.62,24.126,23.76,22.18,18.644,50.55,49.837
b2629,yfjM,3.952,6.506,4.335,5.525,4.967,5.414,2.044,3.204
b2630,rnlA,152.451,138.832,144.133,147.894,164.705,132.987,122.65,123.743
b2631,rnlB,334.63,158.007,139.688,150.124,326.173,128.463,167.153,164.68
b2632,yfjP,3.278,1.579,2.769,3.196,3.654,2.43,1.686,2.673
b2633,yfjQ,2.418,1.475,1.329,1.141,2.009,1.032,1.313,1.781
b2634,yfjR,0.814,0.36,1.26,0.816,0.623,0.414,0.999,1.02
b2635,ypjK,0.734,0.213,0.658,1.099,0.205,0.66,1.252,0
b2636,yfjS,1.734,1.365,1.699,0.704,1.148,0.905,2.066,1.319
b2637,yfjT,3.45,4.102,2.834,3.228,3.476,1.909,3.747,4.171
b2638,yfjU,5.442,4.41,3.55,3.06,3.7,2.907,4.881,5.267
b2641,yfjV,11.272,5.942,4.685,5.871,9.369,5.429,8.098,7.717
b2642,yfjW,9.33,10.91,10.47,11.373,10.117,9.986,11.494,13.899
b2643,yfjX,0.325,0,0,0,0.212,0,0,0.142
b2644,yfjY,0.051,0.105,0,0.162,0.201,0.139,0,0
b2645,yfjZ,0.312,1.271,0.491,0.164,0.611,0.632,0.594,0.614
b2646,ypjF,1.656,1.378,0.473,2.684,1.472,2.707,0.981,1.577
b2647,ypjA,3.46,2.184,1.737,2.127,2.862,1.628,2.803,2.216
b2648,pinH,0.828,0,0.433,0.868,0.607,0.186,1.798,0.271
b2649,ypjB,0.627,0.128,0.197,0.066,0.491,0.338,1.294,0.493
b2650,ypjC,0,0,0.215,0,0,0.092,0.223,0
b2652,ileY,0,0,0,0,0,0,0,0
b2659,csiD,4.039,3.203,2.074,3.089,3.948,2.466,3.365,5.289
b2660,lhgO,5.99,3.264,3.71,4.434,6.716,3.168,2.976,4.897
b2661,gabD,15.858,9.779,11.972,11.073,15.97,7.613,8.024,15.582
b2662,gabT,22.806,12.955,13.034,16.389,24.585,10.076,11.309,18.895
b2663,gabP,5.337,1.821,2.915,2.603,5.408,1.753,2.734,3.878
b2664,csiR,19.596,12.23,12.357,12.493,19.484,11.856,15.136,17.027
b2665,kbp,152.639,121.862,126.861,166.589,158.21,109.868,173.069,154.644
b2666,yqaE,26.717,21.764,24.372,28.177,49.785,64.324,39.192,14.937
b2667,ygaV,6.79,2.779,6.069,3.56,6.151,4.541,4.406,4.012
b2668,ygaP,18.454,13.039,13.376,13.545,18.963,13.143,21.735,20.388
b2669,stpA,17.297,232.635,194.963,180.082,17.867,202.026,90.055,77.599
b2670,alaE,43.17,80.381,101.258,146.445,31.836,66.695,85.366,64.778
b2671,ygaC,16.417,9.518,7.388,9.815,14.499,9.45,16.89,23.764
b2672,ygaM,236.826,128.134,148.482,178.386,237.226,98.933,189.489,138.613
b2673,nrdH,7.069,2.567,3.595,3.494,7.008,1.997,46.386,47.346
b2674,nrdI,14.083,2.458,3.797,2.535,11.048,2.065,72.594,79.316
b2675,nrdE,10.632,1.496,1.685,1.858,8.569,1.301,43.653,55.027
b2676,nrdF,11.929,1,1.49,2.062,12.47,2.117,32.99,40.871
b2677,proV,130.239,19.884,18.484,19.942,110.187,21.05,38.974,54.98
b2678,proW,100.51,20.966,18.242,20.227,76.402,18.766,43.517,57.553
b2679,proX,93.463,20.375,23.153,21.562,67.344,20.802,50.747,64.838
b2681,ygaY,11.598,2.058,2.164,2.521,8.946,1.971,2.611,2.375
b2682,ygaZ,122.122,116.747,101.706,92.437,140.394,114.862,141.974,126.3
b2683,ygaH,87.908,83.822,73.534,72.173,101.825,77.427,105.979,113.19
b2684,mprA,237.705,366.855,340.601,326.404,208.979,295.769,309.188,345.188
b2685,emrA,47.333,58.809,57.315,55.115,50.944,58.73,39.763,50.284
b2686,emrB,41.726,42.788,39.358,39.909,42.584,38.408,30.167,32.534
b2687,luxS,258.914,367.729,393.446,416.963,263.053,295.841,472.507,464.047
b2688,gshA,157.236,140.07,139.912,141.564,159.789,119.657,176.309,211.647
b2689,yqaA,130.347,96.621,101.001,96.115,136.069,103.846,121.677,136.733
b2690,yqaB,110.058,101.349,91.647,99.275,115.97,98.382,112.616,103.167
b2691,argQ,0,0,0,0,0,0,0,0
b2692,argZ,0,0,0,0,0,0,0,0
b2693,argY,0,0,0,0,0,0,0,0
b2694,argV,0,0,0,0,0,0,0,0
b2695,serV,0,0,0,0,0,0,0,0
b2696,csrA,2046.381,1552.77,1432.115,1647.438,2108.604,1470.957,1996.55,1784.108
b2697,alaS,277.708,318.723,326.864,327.817,275.231,299.629,271.098,361.915
b2698,recX,13.14,6.706,6.749,6.811,12.747,7.354,10.608,12.923
b2699,recA,310.827,287.723,277.908,286.965,306.45,257.331,309.544,356.615
b2700,pncC,32.873,37.534,36.14,35.41,38.422,38.608,49.132,48.082
b2701,mltB,19.306,23.166,17.77,18.181,18.29,18.301,22.356,23.427
b2702,srlA,1.321,0.537,0,0.739,1.765,0.396,2.009,5.826
b2703,srlE,1.734,0.158,0.569,0.326,1.644,0.093,1.995,4.745
b2704,srlB,3.873,2.377,0.28,1.4,3.46,1.201,4.786,3.761
b2705,srlD,10.797,5.408,2.567,5.744,12.048,4.065,9.165,11.929
b2706,gutM,1.794,1.263,1.228,1.085,2.226,1.241,1.873,4.247
b2707,srlR,13.32,12.793,13.878,16.254,14.274,11.627,44.647,37.872
b2708,gutQ,15.353,16.369,15.185,17.689,15.082,12.922,44.179,46.207
b2709,norR,3.378,5.135,5.528,5.914,2.34,4.835,5.377,5.497
b2710,norV,1.949,1.947,1.3,1.737,3.069,1.613,2.679,3.14
b2711,norW,1.731,1.849,1.789,2.343,2.398,0.827,1.451,1.865
b2712,hypF,6.042,9.059,16.969,14.174,7.501,8.068,23.205,20.101
b2713,hydN,5.458,10.238,33.101,31.474,3.587,9.981,5.109,6.285
b2714,ascG,13.023,8.095,6.894,9.43,9.607,9.586,14.195,12.421
b2715,ascF,4.975,4.747,3.478,5.628,5.246,4.794,6.901,3.972
b2716,ascB,5.648,3.9,4.727,5.685,6.39,4.968,7.856,7.351
b2717,hycI,12.289,19.789,20.873,21.015,11.136,17.59,17.87,14.851
b2718,hycH,2.539,8.174,14.111,12.422,3.781,5.162,5.448,6.57
b2719,hycG,1.423,5.295,9.076,9.157,1.201,4.013,3.337,1.61
b2720,hycF,1.052,5.815,10.154,6.236,1.431,3.825,1.292,1.198
b2721,hycE,0.726,3.944,9.399,6.794,1.25,3.604,1.451,1.427
b2722,hycD,0.914,2.898,6.277,4.454,0.946,1.982,0.876,0.88
b2723,hycC,0.653,1.991,7.701,4.776,0.837,1.785,1.285,0.837
b2724,hycB,0.244,2.683,18.571,11.875,0.595,3.029,1.014,0.691
b2725,hycA,0.753,11.372,43.347,35.745,2.102,13.051,2.452,1.831
b2726,hypA,1.486,6.98,12.374,12.467,4.151,10.179,12.451,8.805
b2727,hypB,23.618,44.211,59.851,70.176,34.879,44.432,119.247,100.284
b2728,hypC,27.026,47.003,45.538,47.134,35.4,35.746,91.799,87.948
b2729,hypD,35.314,43.292,45.966,51.7,41.314,34.113,100.212,104.212
b2730,hypE,44.843,55.341,51.476,59.361,48.227,40.134,116.471,105.228
b2731,fhlA,13.67,14.397,11.309,14.521,18.792,9.399,23.343,22.127
b2732,ygbA,7.439,6.707,4.996,5.003,5.213,4.668,7.468,4.411
b2733,mutS,20.149,32.457,31.226,29.464,20.339,28.118,31.315,38.426
b2734,pphB,2.42,1.845,2.058,1.189,3.252,2.175,3.038,2.773
b2735,ygbI,12.938,13.353,13.004,18.993,13.279,13.899,22.761,19.741
b2736,ygbJ,1.284,0.917,1.059,1.289,1.79,1.032,2.404,1.074
b2737,ygbK,1.873,1.797,1.226,2.031,3.1,1.416,2.566,2.342
b2738,ygbL,2.488,2.569,1.18,1.06,1.786,0.699,2.364,3.309
b2739,ygbM,2.526,1.528,1.707,2.481,1.781,1.092,2.153,2.805
b2740,ygbN,2.038,1.776,1.639,2.137,2.739,1.571,2.134,2.193
b2741,rpoS,435.12,208.18,179.751,213.496,329.529,187.328,365.826,362.786
b2742,nlpD,278.774,122.53,113.043,122.949,182.625,123.486,182.02,174.227
b2743,pcm,112.284,79.001,79.393,77.727,95.075,72.656,94.009,98.743
b2744,umpG,92.26,86.187,90.209,79.237,87.918,71.301,102.631,105.756
b2745,truD,99.32,93.123,95.362,90.025,91.739,86.261,110.475,108.136
b2746,ispF,107.182,84.619,85.989,80.368,86.757,73.506,95.261,96.856
b2747,ispD,116.138,77.874,66.245,67.189,108.09,69.788,89.96,92.065
b2748,ftsB,254.709,153.823,128.623,146.518,274.338,181.438,180.016,147.34
b2749,ygbE,128.733,44.36,58.598,50.728,99.301,52.105,137.547,161.363
b2750,cysC,154.175,83.489,124.718,95.594,111.031,80.074,198.54,240.513
b2751,cysN,159.35,146.674,228.899,176.314,141.746,137.738,278.285,361.858
b2752,cysD,131.123,319.952,474.552,445.789,119.887,333.047,491.542,540.439
b2753,iap,24.22,20.538,19.744,21.731,25.685,19.018,24.378,20.686
b2754,cas2,7.845,9.306,8.031,9.688,7.753,4.858,8.14,10.388
b2755,cas1,6.765,7.347,5.27,5.079,8.094,5.035,8.14,10.49
b2756,casE,6.169,6.315,4.985,5.644,4.047,3.164,7.463,7.537
b2757,casD,3.68,4.378,2.582,4.013,4.928,2.911,6.235,6.218
b2758,casC,3.731,2.753,3.858,3.816,4.203,2.822,2.717,4.648
b2759,casB,2.469,1.412,2.638,2.535,2.715,1.711,3.351,2.627
b2760,casA,1.531,0.854,0.638,1.139,1.786,0.636,1.269,1.854
b2761,cas3,4.732,2.481,2.73,1.66,4.771,1.943,4.107,5.245
b2762,cysH,236.927,235.788,295.358,225.781,229.802,224.038,308.303,364.688
b2763,cysI,196.734,238.983,315.997,252.112,195.389,250.841,292.726,386.682
b2764,cysJ,114.383,242.097,307.674,251.837,118.334,261.197,252.53,328.862
b2765,queD,88.032,116.911,101.26,101.913,89.431,121.417,106.211,86.846
b2766,ygcN,20.291,16.105,17.748,14.703,18.746,16.415,33.402,27.367
b2767,ygcO,4.473,3.774,2.69,3.593,5.675,2.053,15.194,11.842
b2768,ygcP,5.305,4.21,4.064,3.256,6.534,2.985,16.813,19.769
b2769,ygcQ,1.933,1.203,2.054,2.239,3.328,2.023,1.817,1.738
b2770,ygcR,1.688,0.842,0.834,0.468,1.152,0.802,1.695,2.211
b2771,ygcS,1.04,0.85,0.797,0.74,0.889,0.567,1.391,1.167
b2774,ygcW,0.063,0,0,0.099,0.062,0.057,0.069,0.083
b2775,yqcE,0.194,0,0.041,0.082,0.19,0.07,0.296,0.305
b2776,ygcE,1.78,1.571,1.125,1.268,1.806,1.147,1.897,1.012
b2777,queE,84.433,60.216,46.985,53.491,68.004,51.042,69.609,62.647
b2778,ygcG,0.882,0.405,0.298,0.537,0.389,0.742,0.433,0.894
b2779,eno,1522.658,3354.494,3337.546,3506.716,1545.981,2342.439,2434.28,2825.075
b2780,pyrG,542.108,777.981,771.188,740.256,528.79,709.694,499.872,561.276
b2781,mazG,75.435,52.4,43.544,46.208,71.067,49.596,69.383,68.847
b2782,mazF,84.95,50.368,39.322,50.157,70.388,38.747,70.974,64.39
b2783,mazE,64.848,38.345,28.097,35.672,58.023,39.819,56.553,58.012
b2784,relA,64.322,47.806,42.765,45.044,55.115,41.714,74.641,73.801
b2785,rlmD,26.578,22.912,20.535,25.407,22.603,20.118,34.705,34.658
b2786,barA,21.229,19.68,20.414,19.273,20.68,18.467,28.748,26.315
b2787,gudD,3.334,2.637,2.657,2.797,3.44,3.097,3.762,4.488
b2788,gudX,2.242,0.848,1.474,1.806,2.155,1.066,1.448,1.625
b2789,gudP,1.524,0.541,0.481,0.404,1.274,0.495,1.256,0.769
b2790,yqcA,66.907,71.063,67.158,78.316,67.773,61.335,127.329,107.795
b2791,truC,33.44,34.615,34.677,30.173,34.361,31.571,41.584,48.157
b2792,yqcC,20.852,20.514,20.649,19.259,27.593,24.835,25.342,23.267
b2793,syd,62.787,56.163,54.017,51.713,59.949,55.95,59.684,55.176
b2794,queF,43.188,48.615,45.338,46.082,51.023,46.187,53.254,61.465
b2795,ppnN,118.586,72.244,84.635,89.191,111.963,57.913,161.859,208.979
b2796,sdaC,69.384,155.727,166.491,168.158,70.267,104.505,202.303,250.081
b2797,sdaB,37.099,73.248,83.347,83.017,40.487,55.484,90.04,117.293
b2798,ygdG,20.57,18.176,16.719,17.227,24.924,20.913,21.053,20.398
b2799,fucO,5.232,3.298,4.98,4.489,6.847,3.323,13.758,11.637
b2800,fucA,2.147,1.247,1.284,1.688,1.574,0.724,2.248,1.858
b2801,fucP,0.094,0.192,0.039,0.613,0.313,0.339,0.655,0.939
b2802,fucI,2.588,3.157,3.222,2.42,2.283,1.836,4.01,5.752
b2803,fucK,2.188,2.724,2.548,3.708,2.96,2.88,3.251,4.883
b2804,fucU,18.206,13.436,14.326,21.922,20.321,12.617,20.918,22.766
b2805,fucR,13.405,8.696,12.151,11.529,10.383,7.871,22.959,22.356
b2806,rlmM,68.434,56.874,48.142,50.723,60.12,53.403,62.308,63.295
b2807,ygdD,53.009,42.354,32.707,39.532,51.139,42.97,39.17,42.475
b2808,gcvA,35.45,21.27,15.865,16.656,36.396,22.988,19.571,20.378
b2809,ygdI,80.409,18.169,26.008,49.81,106.925,40.156,68.151,42.522
b2810,csdA,83.362,44.57,44.382,40.54,82.731,41.625,55.899,53.602
b2811,csdE,66.525,47.674,46.627,46.405,65.572,41.443,54.014,56.055
b2812,tcdA,42.911,30.236,28.296,27.952,30.51,28.944,40.314,38.299
b2813,mltA,66.516,56.224,59.027,58.548,66.432,66.138,66.188,72.593
b2814,metZ,0,0,0,0,0,0,0,0
b2815,metW,0,0,0,0,0,0,0,0
b2816,metV,0,0,0,0,0,0,0,0
b2817,amiC,55.864,55.434,44.467,48.149,60.801,52.105,61.87,60.242
b2818,argA,4.103,4.855,4.803,4.928,5.25,5.499,7.453,6.888
b2819,recD,31.532,23.13,19.033,21.443,31.592,19.104,28.571,30.023
b2820,recB,44.867,31.925,28.981,29.194,43.636,27.531,38.215,40.89
b2821,ptrA,40.638,21.535,20.787,21.666,32.998,17.276,26.762,30.935
b2822,recC,32.798,17.942,18.69,18.749,29.241,17.771,29.082,33.577
b2823,ppdC,15.718,6.159,6.261,7.155,12.666,7.03,8.409,9.941
b2824,ygdB,14.308,5.881,6.757,7.47,11.724,6.075,13.29,11.482
b2825,ppdB,9.25,4.076,4.196,3.602,8.611,3.643,5.835,7.21
b2826,ppdA,8.861,2.252,1.877,2.82,9.228,1.802,2.062,2.694
b2827,thyA,119.647,133.255,120.52,121.621,116.217,115.671,145.164,161.032
b2828,lgt,80.736,57.381,46.791,55.306,66.221,50.576,66.333,75.949
b2829,ptsP,120.307,103.578,99.819,103.611,101.028,89.84,139.096,146.091
b2830,rppH,192.092,174.675,179.754,191.212,194.941,187.058,225.261,219.71
b2831,mutH,20.27,13.691,12.439,13.628,16.962,13.399,18.063,14.852
b2832,ygdQ,45.265,30.637,26.955,28.054,47.407,30.15,37.782,35.313
b2833,ygdR,63.523,34.602,34.202,62.8,84.931,71.377,48.04,30.603
b2834,tas,75.504,46.394,51.916,58.15,75.621,40.629,80.748,96.132
b2835,lplT,33.892,14.661,11.958,11.758,31.725,12.512,29.258,25.504
